location,Basel,Basel,Basel,Basel
lat,47.54694,47.54694,47.54694,47.54694
lon,7.56892,7.56892,7.56892,7.56892
asl,283.697,283.697,283.697,283.697
variable,Temperature,Relative Humidity,Wind Speed,Wind Direction
unit,°C,%,km/h,°
level,2 m elevation corrected,2 m,10 m,10 m
resolution,hourly,hourly,hourly,hourly
aggregation,None,None,None,None
timestamp,Basel Temperature [2 m elevation corrected],Basel Relative Humidity [2 m],Basel Wind Speed [10 m],Basel Wind Direction [10 m]
20200403T1100,10.170529,50.0,8.4963045,323.61566
20200403T1200,11.160529,46.0,9.693296,328.67133
20200403T1300,11.500529,47.0,11.183201,326.82147
20200403T1400,12.110529,44.0,10.966713,336.8014
20200403T1500,12.490529,44.0,11.384199,341.56506
20200403T1600,12.790529,42.0,12.979984,340.55997
20200403T1700,12.640529,42.0,12.979984,340.55997
20200403T1800,12.150529,44.0,10.829959,344.57782
20200403T1900,11.140529,49.0,8.766573,340.82098
20200403T2000,10.340529,51.0,6.162207,353.29016
20200403T2100,9.270529,55.0,3.2399998,360.0
20200403T2200,8.470529,58.0,0.71999997,89.99999
20200403T2300,7.7705283,60.0,1.8,126.869896
20200404T0000,7.1105285,63.0,0.71999997,180.0
20200404T0100,6.5805287,67.0,1.8,233.1301
20200404T0200,5.9105287,72.0,2.4149535,243.43495
20200404T0300,5.5305285,74.0,1.8,216.8699
20200404T0400,5.2205286,75.0,2.0364676,135.0
20200404T0500,4.8405285,76.0,3.396233,122.00538
20200404T0600,4.4905286,77.0,3.8939953,146.30994
20200404T0700,4.8505287,76.0,2.5455842,171.8699
20200404T0800,6.4305286,72.0,0.35999998,180.0
20200404T0900,8.230529,65.0,1.9386592,21.801407
20200404T1000,10.450529,60.0,4.6102495,38.659805
20200404T1100,12.5505295,55.0,6.8777895,42.87889
20200404T1200,13.490529,49.0,7.653705,48.81407
20200404T1300,14.770529,49.0,7.2,53.130096
20200404T1400,16.110529,39.0,8.825508,78.231705
20200404T1500,16.63053,37.0,10.799999,89.99999
20200404T1600,16.850529,37.0,12.245294,91.68468
20200404T1700,16.62053,38.0,12.6462,94.899086
20200404T1800,16.05053,41.0,10.495713,95.90614
20200404T1900,15.100529,45.0,7.5685663,87.27369
20200404T2000,13.740529,53.0,6.519877,83.65981
20200404T2100,11.640529,61.0,6.489992,123.69006
20200404T2200,10.3005295,59.0,7.8954163,136.84761
20200404T2300,9.220529,62.0,11.183201,123.17851
20200405T0000,8.090529,68.0,13.849477,117.89726
20200405T0100,7.540529,68.0,14.336861,118.495636
20200405T0200,7.0605288,69.0,13.217443,119.35774
20200405T0300,6.8605285,68.0,13.217443,119.35774
20200405T0400,6.2005286,71.0,13.527572,115.20112
20200405T0500,5.3105288,74.0,12.904882,112.98871
20200405T0600,5.1005287,72.0,11.592895,115.76932
20200405T0700,5.6705284,70.0,9.511088,119.47589
20200405T0800,7.2705283,68.0,8.089993,110.854454
20200405T0900,10.080529,63.0,9.255571,103.49573
20200405T1000,12.910529,57.0,9.007196,92.2906
20200405T1100,15.340529,48.0,7.42159,75.96376
20200405T1200,16.89053,40.0,6.638072,49.398697
20200405T1300,17.87053,41.0,7.208994,92.862404
20200405T1400,18.840528,37.0,6.130579,93.366455
20200405T1500,19.37053,35.0,6.4799995,89.99999
20200405T1600,19.580528,34.0,7.2359104,84.289406
20200405T1700,19.420528,34.0,8.350138,82.56859
20200405T1800,18.840528,37.0,7.928178,87.39744
20200405T1900,17.80053,40.0,9.028754,94.57392
20200405T2000,16.160528,47.0,9.028754,113.498566
20200405T2100,14.0505295,54.0,8.913181,133.36342
20200405T2200,12.170529,59.0,7.145796,139.08562
20200405T2300,10.810529,59.0,7.2,143.1301
20200406T0000,10.000529,58.0,6.3690495,137.2906
20200406T0100,9.840529,55.0,5.1165614,140.71059
20200406T0200,9.520529,52.0,5.8048253,187.12502
20200406T0300,9.520529,64.0,5.0528407,175.91438
20200406T0400,9.250529,67.0,6.989936,124.508514
20200406T0500,9.130529,66.0,9.0,126.869896
20200406T0600,8.650529,69.0,8.669949,131.63353
20200406T0700,8.750529,70.0,8.209263,127.874985
20200406T0800,10.060529,71.0,5.5887027,104.93142
20200406T0900,12.560529,55.0,0.5091169,44.999985
20200406T1000,14.200529,49.0,5.692099,304.69516
20200406T1100,15.810529,46.0,4.39436,304.99203
20200406T1200,17.180529,43.0,3.6,323.13013
20200406T1300,18.57053,42.0,1.484318,75.96376
20200406T1400,19.45053,40.0,1.835647,11.309921
20200406T1500,20.000528,40.0,2.9024127,352.875
20200406T1600,20.260529,40.0,3.671294,348.69006
20200406T1700,20.15053,41.0,3.8773184,338.1986
20200406T1800,19.680529,43.0,3.8939953,326.30994
20200406T1900,18.95053,45.0,4.6102495,321.3402
20200406T2000,17.660528,51.0,5.1919937,326.30994
20200406T2100,16.440529,56.0,1.4399999,360.0
20200406T2200,15.580529,62.0,3.563818,135.0
20200406T2300,15.030529,64.0,4.510787,151.38954
20200407T0000,13.990529,68.0,3.96,180.0
20200407T0100,13.210529,68.0,4.896529,197.10272
20200407T0200,12.8005295,65.0,5.0142193,201.0375
20200407T0300,12.230529,66.0,4.32,180.0
20200407T0400,11.8005295,66.0,3.9763298,174.80557
20200407T0500,11.630529,64.0,3.9763298,174.80557
20200407T0600,11.490529,63.0,3.319036,167.47119
20200407T0700,11.380529,64.0,2.9024127,150.25511
20200407T0800,12.030529,64.0,3.096837,125.537674
20200407T0900,13.840529,58.0,5.634891,116.56505
20200407T1000,16.23053,51.0,8.049845,100.30484
20200407T1100,18.55053,46.0,11.252519,82.64761
20200407T1200,20.280529,37.0,21.599998,89.99999
20200407T1300,21.39053,40.0,15.484185,72.40757
20200407T1400,21.940529,32.0,22.007162,86.24826
20200407T1500,22.39053,29.0,21.599998,89.99999
20200407T1600,22.47053,29.0,20.532627,92.009544
20200407T1700,22.04053,31.0,19.164719,95.389305
20200407T1800,21.23053,35.0,14.471821,95.71059
20200407T1900,19.73053,40.0,11.159999,89.99999
20200407T2000,17.660528,47.0,10.440001,89.99999
20200407T2100,15.140529,57.0,9.178235,101.30993
20200407T2200,13.560529,63.0,7.8954163,133.15239
20200407T2300,13.670529,60.0,6.3690495,137.2906
20200408T0000,13.220529,57.0,5.3517847,132.27368
20200408T0100,12.5505295,56.0,4.6938257,122.47119
20200408T0200,11.740529,59.0,5.1165614,129.2894
20200408T0300,11.330529,58.0,5.1919937,123.69006
20200408T0400,10.420529,55.0,3.396233,147.99461
20200408T0500,10.690529,49.0,5.8603754,169.38034
20200408T0600,10.910529,59.0,6.297428,149.03624
20200408T0700,11.410529,60.0,6.6087217,119.35774
20200408T0800,12.290529,61.0,5.4833565,113.19859
20200408T0900,14.410529,58.0,1.0182338,135.0
20200408T1000,17.190529,50.0,5.6920996,288.43497
20200408T1100,19.360529,43.0,8.473393,282.26477
20200408T1200,20.510529,40.0,11.252519,277.3524
20200408T1300,21.240528,40.0,4.896529,287.10272
20200408T1400,22.12053,34.0,6.9527545,291.2505
20200408T1500,22.350529,34.0,7.754637,291.8014
20200408T1600,22.330528,33.0,8.225035,293.1986
20200408T1700,22.020529,34.0,8.699793,294.44397
20200408T1800,21.260529,37.0,8.427383,289.98312
20200408T1900,19.98053,43.0,7.5685663,272.72632
20200408T2000,18.81053,45.0,7.0911775,246.0375
20200408T2100,17.740528,46.0,6.1305785,220.23636
20200408T2200,16.72053,48.0,5.692099,214.69516
20200408T2300,15.280529,52.0,5.495161,211.6075
20200409T0000,14.580529,54.0,5.315336,208.30077
20200409T0100,14.400529,54.0,5.8048253,209.74489
20200409T0200,13.640529,56.0,6.0347,197.35403
20200409T0300,13.070529,57.0,5.04,180.0
20200409T0400,13.170529,58.0,5.3999996,180.0
20200409T0500,13.140529,58.0,5.3999996,180.0
20200409T0600,12.710529,60.0,5.4477882,172.40535
20200409T0700,12.920529,60.0,4.6800003,157.38013
20200409T0800,13.990529,63.0,2.0364676,135.0
20200409T0900,15.710529,57.0,1.1384199,108.434944
20200409T1000,17.610529,53.0,2.1897945,80.537674
20200409T1100,19.64053,48.0,4.198285,59.036232
20200409T1200,20.71053,39.0,4.8433046,41.987198
20200409T1300,21.500528,38.0,6.9153743,38.659805
20200409T1400,21.930529,37.0,7.491114,35.217575
20200409T1500,22.13053,37.0,6.3690495,42.70938
20200409T1600,22.29053,37.0,6.6087217,60.64225
20200409T1700,22.180529,37.0,7.771331,76.6075
20200409T1800,21.740528,37.0,7.2359104,84.289406
20200409T1900,20.97053,39.0,4.3349743,94.76365
20200409T2000,20.030529,44.0,3.8268526,138.81407
20200409T2100,18.000528,50.0,6.12,151.9275
20200409T2200,16.15053,53.0,6.8777895,137.1211
20200409T2300,15.990529,51.0,6.8777895,137.1211
20200410T0000,15.090529,53.0,8.78872,124.99202
20200410T0100,12.520529,64.0,8.854829,116.56505
20200410T0200,11.750529,65.0,6.763786,115.20112
20200410T0300,10.680529,70.0,5.3517847,109.653824
20200410T0400,9.540529,75.0,4.3349743,94.76365
20200410T0500,8.8005295,77.0,3.671294,101.30993
20200410T0600,8.450529,79.0,3.8773184,111.80141
20200410T0700,9.220529,78.0,3.319036,130.60129
20200410T0800,11.910529,72.0,4.0249224,116.56505
20200410T0900,14.500529,60.0,4.68,89.99999
20200410T1000,17.05053,54.0,4.829907,63.43495
20200410T1100,19.440529,48.0,6.12,61.927513
20200410T1200,21.29053,37.0,10.239453,79.87532
20200410T1300,22.15053,35.0,11.090103,76.86598
20200410T1400,22.760529,33.0,9.826088,81.57303
20200410T1500,23.06053,31.0,8.311245,85.03026
20200410T1600,23.080528,31.0,6.5693827,80.537674
20200410T1700,22.750528,32.0,5.8048253,60.25511
20200410T1800,22.160528,34.0,5.3999996,36.86989
20200410T1900,21.22053,40.0,5.8048253,7.125
20200410T2000,19.82053,51.0,5.506941,11.309921
20200410T2100,18.23053,58.0,1.5273507,315.0
20200410T2200,17.240528,59.0,3.7064266,240.9454
20200410T2300,16.12053,59.0,2.3051248,218.65982
20200411T0000,15.450529,59.0,0.8049845,153.43495
20200411T0100,14.450529,62.0,1.0182338,135.0
20200411T0200,13.270529,66.0,2.52,89.99999
20200411T0300,11.710529,70.0,5.3517847,109.653824
20200411T0400,10.970529,73.0,6.9247384,117.89726
20200411T0500,10.290529,79.0,5.8048253,119.74488
20200411T0600,9.120529,88.0,5.3517847,109.653824
20200411T0700,9.380529,88.0,4.802999,102.99461
20200411T0800,12.120529,78.0,6.162207,96.70984
20200411T0900,15.600529,58.0,9.826088,98.42697
20200411T1000,18.080528,53.0,9.028754,85.42608
20200411T1100,20.030529,49.0,9.360001,67.380135
20200411T1200,21.600529,37.0,9.885262,79.50852
20200411T1300,22.21053,35.0,8.891344,68.62937
20200411T1400,22.57053,35.0,7.491114,54.782394
20200411T1500,22.73053,35.0,6.3690495,47.29059
20200411T1600,22.760529,35.0,6.4096174,51.842773
20200411T1700,22.47053,36.0,7.10031,59.534447
20200411T1800,21.830528,38.0,8.287822,55.61966
20200411T1900,20.23053,46.0,8.404285,43.264297
20200411T2000,18.95053,48.0,6.9153743,51.34018
20200411T2100,17.73053,53.0,4.68,89.99999
20200411T2200,16.81053,58.0,4.3349743,131.63353
20200411T2300,16.06053,61.0,3.5455887,156.0375
20200412T0000,15.250529,61.0,3.7064266,150.94539
20200412T0100,14.600529,61.0,4.8965297,143.97263
20200412T0200,14.210529,60.0,5.3517847,137.72632
20200412T0300,13.5505295,60.0,6.3690495,132.70938
20200412T0400,12.910529,62.0,7.145796,130.91438
20200412T0500,12.450529,62.0,6.9153743,128.6598
20200412T0600,11.810529,63.0,7.7879906,123.69006
20200412T0700,11.8005295,65.0,7.0911775,113.96249
20200412T0800,13.320529,68.0,5.0142193,111.03751
20200412T0900,15.930529,58.0,2.9024127,277.125
20200412T1000,18.360529,51.0,6.489992,289.44003
20200412T1100,20.13053,46.0,5.3517847,289.6538
20200412T1200,21.510529,40.0,5.5887027,284.93143
20200412T1300,22.07053,35.0,7.5685663,295.3462
20200412T1400,22.590528,33.0,7.289444,290.22485
20200412T1500,22.600529,33.0,6.130579,273.36646
20200412T1600,22.430529,33.0,6.2145634,259.992
20200412T1700,22.12053,34.0,5.3999996,270.0
20200412T1800,21.410528,35.0,3.7064266,299.0546
20200412T1900,20.740528,38.0,4.3498964,335.55603
20200412T2000,20.100529,40.0,4.452954,345.96375
20200412T2100,19.38053,45.0,2.2768397,341.56506
20200412T2200,19.04053,47.0,1.08,180.0
20200412T2300,18.37053,51.0,2.4149535,296.56506
20200413T0000,16.90053,55.0,6.638072,310.60132
20200413T0100,15.270529,59.0,7.42159,284.03625
20200413T0200,15.000529,55.0,7.24486,296.56506
20200413T0300,14.010529,54.0,7.24486,333.43497
20200413T0400,13.420529,56.0,2.3051248,308.65982
20200413T0500,13.470529,55.0,0.5091169,225.0
20200413T0600,13.270529,56.0,2.8116899,129.80557
20200413T0700,13.630529,57.0,4.6102495,141.34018
20200413T0800,14.630529,52.0,1.08,270.0
20200413T0900,16.07053,46.0,6.193674,305.5377
20200413T1000,17.72053,34.0,9.085988,303.69006
20200413T1100,18.95053,28.0,10.948973,313.6678
20200413T1200,19.910528,27.0,10.799999,323.13013
20200413T1300,20.860529,29.0,9.673221,315.0
20200413T1400,21.30053,29.0,8.891343,328.24054
20200413T1500,21.57053,29.0,10.041354,345.46555
20200413T1600,21.080528,32.0,14.869351,6.952957
20200413T1700,19.96053,38.0,22.530937,12.925995
20200413T1800,17.87053,54.0,26.27753,9.462311
20200413T1900,15.530529,59.0,24.482647,359.15747
20200413T2000,13.230529,61.0,23.78453,357.39746
20200413T2100,11.620529,58.0,20.188908,356.93353
20200413T2200,10.950529,55.0,16.563911,1.2453613
20200413T2300,10.310529,60.0,10.137692,16.504364
20200414T0000,9.320529,58.0,7.6367526,44.999985
20200414T0100,8.830529,52.0,6.9247384,62.102737
20200414T0200,8.190529,43.0,8.534353,62.354027
20200414T0300,6.8205285,43.0,6.638072,40.601288
20200414T0400,4.4505286,56.0,6.151683,339.44397
20200414T0500,1.8305286,69.0,5.1165614,309.2894
20200414T0600,0.60052866,74.0,4.32,270.0
20200414T0700,1.3705287,69.0,3.671294,281.30994
20200414T0800,3.2705286,60.0,1.8,360.0
20200414T0900,6.1005287,47.0,6.830519,71.56504
20200414T1000,8.580529,37.0,11.252519,82.64761
20200414T1100,10.000529,35.0,10.137692,73.495636
20200414T1200,11.130529,35.0,6.638072,40.601288
20200414T1300,12.000529,36.0,5.771239,3.5763245
20200414T1400,12.540529,35.0,11.792404,347.66092
20200414T1500,12.700529,32.0,15.542662,346.6075
20200414T1600,12.830529,32.0,14.205182,351.25385
20200414T1700,12.660529,34.0,10.086427,2.045395
20200414T1800,12.420529,35.0,5.315336,61.699234
20200414T1900,11.450529,36.0,10.1376915,96.1155
20200414T2000,9.660529,41.0,11.966953,96.911224
20200414T2100,7.6305285,47.0,15.463244,102.09476
20200414T2200,6.7205286,46.0,14.154915,97.305756
20200414T2300,4.9305286,51.0,12.371645,98.36588
20200415T0000,3.8605285,53.0,10.137692,106.50436
20200415T0100,3.0605285,55.0,9.19939,120.57922
20200415T0200,2.4905286,55.0,9.565437,109.798874
20200415T0300,1.9305286,56.0,8.311245,107.650116
20200415T0400,1.3005286,59.0,5.95906,115.01689
20200415T0500,0.87052864,61.0,5.1919937,123.69006
20200415T0600,0.68052864,61.0,6.792466,122.00538
20200415T0700,2.4005284,55.0,6.9527545,111.2505
20200415T0800,5.9105287,46.0,11.013882,101.30993
20200415T0900,9.390529,35.0,15.745627,100.53918
20200415T1000,11.380529,32.0,16.676977,103.73626
20200415T1100,13.650529,26.0,16.520823,101.30993
20200415T1200,15.390529,24.0,15.226764,96.78896
20200415T1300,17.13053,30.0,15.905319,95.19443
20200415T1400,18.430529,28.0,14.113653,95.85601
20200415T1500,19.360529,26.0,11.885453,91.7357
20200415T1600,19.680529,27.0,9.746631,85.7636
20200415T1700,19.670528,30.0,9.007196,92.2906
20200415T1800,19.12053,33.0,9.565437,109.798874
20200415T1900,17.46053,37.0,9.983106,115.64101
20200415T2000,15.880529,40.0,9.178235,131.82016
20200415T2100,14.190529,43.0,9.0,143.1301
20200415T2200,12.400529,44.0,9.422101,136.54816
20200415T2300,11.260529,46.0,9.1641035,135.0
20200416T0000,11.780529,39.0,7.8954163,136.84761
20200416T0100,11.560529,38.0,7.42159,129.09386
20200416T0200,10.470529,40.0,5.8603754,132.51044
20200416T0300,9.820529,44.0,3.219938,153.43495
20200416T0400,9.660529,48.0,2.9024127,187.12502
20200416T0500,9.990529,48.0,6.1094027,135.0
20200416T0600,10.440529,48.0,7.42159,129.09386
20200416T0700,10.700529,54.0,7.2,126.869896
20200416T0800,12.140529,56.0,6.489992,109.44003
20200416T0900,14.410529,46.0,4.452954,104.03624
20200416T1000,16.260529,44.0,4.0249224,79.695145
20200416T1100,17.97053,43.0,3.8939953,56.30993
20200416T1200,19.47053,41.0,5.00128,59.74356
20200416T1300,20.690529,41.0,2.9024127,60.25511
20200416T1400,21.64053,39.0,2.5455842,81.869896
20200416T1500,22.23053,39.0,3.5455887,66.037506
20200416T1600,22.580528,38.0,3.8268526,41.18593
20200416T1700,22.56053,39.0,4.452954,14.03624
20200416T1800,22.13053,40.0,4.3498964,335.55603
20200416T1900,21.14053,45.0,5.6233797,309.80557
20200416T2000,19.96053,51.0,7.9036193,300.0686
20200416T2100,18.71053,54.0,5.4477882,277.59464
20200416T2200,17.930529,58.0,4.198285,210.96376
20200416T2300,17.090528,62.0,6.519877,186.3402
20200417T0000,15.630529,69.0,6.4799995,180.0
20200417T0100,14.970529,72.0,5.0142193,158.9625
20200417T0200,14.840529,71.0,4.198285,149.03624
20200417T0300,14.510529,70.0,3.8268526,138.81407
20200417T0400,13.930529,71.0,4.8433046,138.01279
20200417T0500,13.790529,71.0,4.3498964,155.55605
20200417T0600,13.660529,70.0,4.2136917,160.01689
20200417T0700,14.110529,70.0,4.39436,145.00798
20200417T0800,15.360529,65.0,2.8799999,89.99999
20200417T0900,16.81053,54.0,3.6179552,95.71059
20200417T1000,18.73053,47.0,3.6179552,84.289406
20200417T1100,20.37053,40.0,3.8773184,68.19859
20200417T1200,21.57053,37.0,4.3498964,65.55604
20200417T1300,22.490528,36.0,5.95906,334.98312
20200417T1400,23.240528,34.0,3.7585104,343.30075
20200417T1500,23.64053,34.0,2.1897945,350.5377
20200417T1600,23.80053,34.0,0.8049845,26.565033
20200417T1700,23.680529,35.0,1.0182338,44.999985
20200417T1800,23.350529,36.0,1.8,36.86989
20200417T1900,22.57053,40.0,3.5455887,23.962494
20200417T2000,21.82053,43.0,3.0758414,20.556046
20200417T2100,21.170528,46.0,2.0364676,44.999985
20200417T2200,20.500528,50.0,1.835647,101.30993
20200417T2300,19.930529,53.0,2.9024127,119.74488
20200418T0000,19.420528,56.0,3.563818,225.0
20200418T0100,18.62053,57.0,7.754637,248.1986
20200418T0200,17.680529,55.0,8.891344,248.62938
20200418T0300,17.190529,54.0,9.028754,246.50143
20200418T0400,16.62053,55.0,8.534353,242.35403
20200418T0500,16.12053,57.0,7.653705,228.81409
20200418T0600,15.720529,58.0,6.6185193,202.38013
20200418T0700,16.010529,62.0,3.9763298,185.19443
20200418T0800,17.840528,58.0,2.8799999,270.0
20200418T0900,19.350529,52.0,3.563818,315.0
20200418T1000,20.88053,46.0,4.6102495,308.65982
20200418T1100,22.13053,44.0,5.4833565,293.1986
20200418T1200,22.180529,44.0,10.105681,274.08563
20200418T1300,21.97053,49.0,12.24,270.0
20200418T1400,22.21053,49.0,12.24,270.0
20200418T1500,22.090528,49.0,12.964998,271.59113
20200418T1600,22.330528,47.0,12.371645,278.3659
20200418T1700,21.360529,49.0,12.783802,279.7276
20200418T1800,20.70053,50.0,12.413476,286.8584
20200418T1900,19.940529,55.0,7.5685663,272.72632
20200418T2000,19.000528,58.0,6.519877,263.65982
20200418T2100,18.240528,59.0,5.937272,255.96376
20200418T2200,17.610529,60.0,4.896529,252.89728
20200418T2300,16.660528,64.0,5.2416787,254.0546
20200419T0000,15.680529,68.0,6.162207,263.29016
20200419T0100,15.3005295,70.0,4.32,270.0
20200419T0200,14.620529,74.0,2.968636,284.03625
20200419T0300,13.890529,77.0,1.484318,255.96376
20200419T0400,13.440529,80.0,1.835647,191.30994
20200419T0500,13.040529,82.0,1.484318,104.03624
20200419T0600,12.200529,86.0,5.0528407,94.08562
20200419T0700,12.740529,83.0,4.452954,104.03624
20200419T0800,15.130529,73.0,5.4477882,97.59464
20200419T0900,17.31053,67.0,6.618519,44.999985
20200419T1000,18.81053,63.0,6.792466,32.005356
20200419T1100,20.07053,57.0,5.8603754,42.510437
20200419T1200,21.40053,51.0,10.009036,52.305756
20200419T1300,21.98053,49.0,8.373386,25.463333
20200419T1400,22.82053,45.0,7.2,36.86989
20200419T1500,23.31053,42.0,7.4128532,29.05458
20200419T1600,22.90053,42.0,9.339208,27.552795
20200419T1700,22.82053,41.0,10.464797,63.43495
20200419T1800,22.32053,41.0,13.979871,78.11134
20200419T1900,20.830528,48.0,16.263872,84.920395
20200419T2000,18.850529,55.0,15.876775,86.0995
20200419T2100,17.30053,61.0,15.273505,81.869896
20200419T2200,16.20053,63.0,13.039754,83.65981
20200419T2300,15.210529,67.0,10.739833,76.42956
20200420T0000,14.160529,71.0,7.127636,44.999985
20200420T0100,11.290529,86.0,5.1919937,326.30994
20200420T0200,9.980529,92.0,6.6185193,292.38013
20200420T0300,9.3005295,94.0,7.342588,281.30994
20200420T0400,9.170529,94.0,7.342588,281.30994
20200420T0500,9.030529,94.0,6.87779,276.009
20200420T0600,8.850529,94.0,5.506941,281.30994
20200420T0700,9.570529,88.0,3.0547013,315.0
20200420T0800,11.680529,75.0,6.763786,64.79888
20200420T0900,14.170529,64.0,11.525623,75.52971
20200420T1000,16.15053,57.0,13.556282,79.28687
20200420T1100,17.830528,50.0,16.923828,91.218864
20200420T1200,18.95053,45.0,19.493261,94.23639
20200420T1300,18.40053,57.0,4.198285,59.036232
20200420T1400,20.90053,48.0,11.885453,91.7357
20200420T1500,21.23053,44.0,23.444265,93.521454
20200420T1600,21.340528,44.0,23.770906,91.7357
20200420T1700,21.260529,45.0,24.48,89.99999
20200420T1800,20.770529,47.0,22.346113,87.22978
20200420T1900,19.89053,51.0,18.844202,83.41805
20200420T2000,18.670528,54.0,17.581125,79.38034
20200420T2100,17.440529,54.0,21.24,89.99999
20200420T2200,16.080528,53.0,20.532627,92.009544
20200420T2300,14.930529,53.0,16.919998,89.99999
20200421T0000,14.080529,53.0,11.525623,88.21008
20200421T0100,13.390529,53.0,7.92,89.99999
20200421T0200,12.750529,54.0,5.1544156,102.09476
20200421T0300,11.940529,56.0,2.6208394,105.9454
20200421T0400,11.100529,60.0,1.2979984,123.69006
20200421T0500,10.330529,63.0,1.609969,243.43495
20200421T0600,9.920529,64.0,2.0991426,239.03624
20200421T0700,10.480529,61.0,1.835647,101.30993
20200421T0800,11.830529,57.0,7.92,89.99999
20200421T0900,13.520529,53.0,8.12197,77.19573
20200421T1000,14.870529,52.0,6.6087217,29.357742
20200421T1100,15.560529,52.0,8.287822,357.51044
20200421T1200,16.240528,51.0,8.654986,343.0725
20200421T1300,18.780529,51.0,6.28713,346.7595
